domain,person_name,person_facebook_url,person_twitter_url,person_linkedin_url,country_code
mandiant.com,Kevin Mandia,,,,
guidewire.com,Mark Shaw,,,,
haliodx.com,Jerome Galon,,,,
halo-industries.com,Andrei Iancu,,,,
halo-industries.com,Philip Stockum,,,,
zhangmen.com,Teng Yu,,,,
mareatx.com,Jeffrey Tong,,,linkedin.com/in/jeffrey-tong-12021,USA
marianaoncology.com,Simon Read,,,,
mark43.com,Flo Mayr,,,,
ziprecruiter.com,Willis Redd,,,,
masterschool.com,Michael Shurp,,,,
masterschool.com,Otni Levi,,,linkedin.com/in/otnilevi/#experience,ISR
hingehealth.com,Daniel Perez,,,,
matchpointtx.com,G. Andre Turenne,,,linkedin.com/in/andre-turenne-a818404,USA
homelane.com,Kewal Dhakan,,,,
maxieyetech.com,Shengyan Zhou,,,,CHN
dreamgames.com,Eren Şengül,,,,
dreamgames.com,Serdar Yılmaz,,,,
mdlive.com,Charles S. Jones,,,linkedin.com/pub/charles-jones/23/256/191,USA
measurabl.com,Matt ellis,,,,
measurabl.com,Matt Ellis,facebook.com/measurabl,twitter.com/MattEllisSD,linkedin.com/in/measurabl,USA
mediartx.com,Paul Yaworsky,,,linkedin.com/in/paul-yaworsky-9a3b8a7,USA
id.me,Blake Hall,,,,
id.me,Tanel Suurhans,,,,
medikabazaar.com,Dinesh Lodha,facebook.com/dinesh.lodha.961,,linkedin.com/in/dinesh-lodha,IND
medilinkthera.com,Tongtong Xue,,,,CHN
medilinkthera.com,Xue (Tong),,,,
ifood.com.br,Simone Carvalho,,,,
medlinker.com,Shirui Wang,,,linkedin.com/in/wsr3,CHN
medlinker.com,Wang Shirui,,,,
meican.com,Xiao Zhao,,,,
meilishuo.com,Yirong Xu,,,,
dynotx.com,Adrian Veres,,,,
the-wing.com,Lauren Kassan,,,,
memx.com,Jonathan Kellner,,,linkedin.com/in/jonathan-kellner,USA
memx.com,Vlad Khandros,,,,
tiko.es,Ana Villanueva,,,,
merus.nl,Ton Logtenberg,,,,
tissium.com,Robert Langer,,,,
mesoblast.com,Silviu Itescu,,,,
messagemedia.com,Grant Rule,,,,
tmrwsportsgroup.com,Mike McCarley,,,,
tmrwsportsgroup.com,Tiger woods,,,,
meta.com,Peter Thiel,facebook.com/peter.thiel.7,twitter.com/peterthiel,linkedin.com/in/peterthiel,USA
tonextchapter.com,Sangyun Lee,,,,
metax-tech.com,William CHEN,,,,
metistx.com,Chris Lai,,,,USA
metistx.com,Wenshou Wang,,,,
metromile.com,David Friedberg,,,,
metromile.com,Lindsay Alexovich,,,linkedin.com/in/lindsay-alexovich-24079b8,USA
miaopai.com,Chan Sheng,,,,CHN
miaopai.com,Kun Han,,,,
miaoshou.net,Tao He,,,,
mi.com,Liu De,,,,
mi.com,Jun Lei,facebook.com/leijun.ceoxiaomi,twitter.com/leijun,linkedin.com/in/lei-jun-6846696,CHN
micurx.com,Zhengyu Yuan,,,linkedin.com/in/zhengyu-yuan-12074ba,USA
tricentis.com,Wolfgang Platz,,,,
elvie.com,Tania Boler,,,,
elvie.com,Alexander Asseily,,,,
elvie.com,Alex Asseily,,,,
minieye.cc,Guang Young,,,,
minieye.cc,Guoqing Liu,,,linkedin.com/in/guoqing-liu-312b51135,CHN
mininglamp.com,Minghui Wu,,,,
mintecocarwash.com,Geoffrey Jervis,facebook.com/geoffrey.jervis,twitter.com/GeoffreyJervis,linkedin.com/in/geoffrey-jervis,USA
misfitsmarket.com,Abhi Ramesh,,,,
missfresh.cn,Bin Zeng,,,,
missfresh.cn,Zheng Xu,,,,
missionbio.com,Brian Kim,,,linkedin.com/in/briankim1970,USA
missionlane.com,Brandon Black,,,linkedin.com/in/jbrandonblack,USA
missionlane.com,Sasha O,,,,
enable.com,Mihai Avram,,,,
mithra.com,Jean-Michel Foidart,,,,
mithra.com,Leon Van Rompay,,,,BEL
m-kopa.com,Chad Larson,,,,
m-kopa.com,James Maclaurin,,,,
mnemo-tx.com,Alain Maiore,,,linkedin.com/in/alain-maiore-3317b2a,FRA
mnemo-tx.com,Alain MAIORE,,,,
mobike.com,Yiping Xia,,,,
mobikwik.com,Kunal Bajaj,facebook.com/kuna1bajaj,twitter.com/kuna1bajaj,linkedin.com/in/kuna1bajaj,IND
mobius.energy,Eugene C.,,,linkedin.com/in/eugene-c-9240831aa,USA
underdogfantasy.com,Jeremy Levine,,,,
modernmeadow.com,David Williamson,facebook.com/david.williamson.1466,,linkedin.com/in/david-williamson-124b5b11,USA
moderntreasury.com,Dimitri Dadiomov,,,,
untether.ai,Darrick Wiebe,,,,
untether.ai,Raymond Chik,,,,
momo.vn,Diep Nguyen,,,,
momo.vn,Duc Pham Thanh,,,linkedin.com/in/ducbeer,VNM
uptake.com,Brad Keywell,,,,
uptake.com,Bradley Keywell,,,,
augmedics.com,Nissan Elimelech,,,,
vayyar.com,Raviv Melamed,,,,
venn.city,Or Bokobza,,,,
multiversx.com,Adrian Dobrita,,,,
multiverse.ai,Cliff Szu,,,linkedin.com/in/hcszu,SGP
viniinternational.com,Darshan Patel,,,,
muratechnology.com,Len Humphreys,facebook.com/len.humphreys.1,,linkedin.com/in/len-humphreys-59483a14,GBR
mu-sigma.com,Dhiraj C Rajaram,,,linkedin.com/pub/dhiraj-rajaram/0/4a3/a1a,IND
mu-sigma.com,Dhiraj Rajaram,,,,
mx.com,Brandon Dewitt,,,,
mx.com,Hessa Alfalasi,,,,
mybrightwheel.com,Dave Vasen,,,,
myceqursimplicity.com,Bradley Paddock,,,linkedin.com/in/bradleypaddock,CHE
myceqursimplicity.com,James Peterson,,,,
myceqursimplicity.com,Joël Besse,,,,
myeloidtx.com,Daniel Getts,,,,
vivintsolar.com,Alex Dunn,,,,
myflexbox.com,Lukas Wieser,,,,
viz.ai,David Golan,,,,
mylaurelhealth.com,Juan Vallarino,,,linkedin.com/in/juan-vallarino-4927057,USA
mylight150.com,Ondine Suavet,,,,
voodoo.io,Alexandre Yazdi,,,,
myovant.com,Vivek Ramaswamy,,,linkedin.com/in/vivek-ramaswamy-552a983,USA
mytheresa.com,Gareth Locke,,,linkedin.com/in/gareth-locke-1a78701,DEU
mytheresa.com,Christoph Botschen,,,,
mytheresa.com,Susanne Botschen,,,,
naivas.co.ke,David Mukuha,,,,
8fig.co,Roei Yellin,,,,
99app.com,Renato Freitas,,,,
aboutyou.de,Hannes Wiese,,,,
nanostring.com,Amber Ratcliffe,,,,
nanostring.com,Dwayne Dunaway,,,linkedin.com/in/dwayne-dunaway-3035124,USA
nantomics.com,Patrick Soon-Shiong,,,,
nasuni.com,Paul Flanagan,,twitter.com/pcflanagan,linkedin.com/in/paulflanagan2,USA
natera.com,Jonathan Sheena,,,,
natera.com,Matthew Rabinowitz,,,linkedin.com/in/matthew-rabinowitz-5181a4,USA
natpower.com,Andrea Minerdo,,,linkedin.com/in/andreaminerdo,LUX
natpower.com,Fabrizio Zago,,,,
aifi.com,Steve Gu,,,,
nautilus.bio,Sujal Patel,,,,
allegro.pl,Stephan Van Der Kamp,,,,
allegro.pl,Tim Jackson,,,,
nayax.com,David Ben-Avi,,,,
nayax.com,Tsach Einav,,,linkedin.com/in/tsacheinav,USA
nayax.com,Yair Nechmad,,,,
nbe-therapeutics.com,Ulf Grawunder,,,,
aptusindia.com,https://www.linkedin.com/in/anandan-m-18a18597,,,,
aptusindia.com,Munuswamy Anandan,,,,
necteromedical.com,Jack Springer,,,,USA
autofi.com,Jonathan Palan,,,,
neoen.com,Xavier Barbaro,,,,
neolix.cn,Enyuan Yu,,,,
neolix.cn,Ziyi Li,,,linkedin.com/in/ziyi-chris-li-92746057,CHN
neo-medical.com,Vincent Lefauconnier,,,linkedin.com/in/vincent-lefauconnier-267b964,CHE
neotcapital.com,Christophe Gurtner,,,linkedin.com/in/christophe-gurtner-4a156b3,FRA
neptuneretailsolutions.com,William Redmond,,,linkedin.com/in/bill-redmond-35663910,USA
biosplice.com,Robert College,,,,
netent.com,Julien Bisconti,,twitter.com/julienBisconti,linkedin.com/in/julienbisconti,SWE
bitso.com,Daniel Vogel,,,,
bizongo.com,Sachin Agrawal,,,,
netskope.com,Amit Srivastav,,,linkedin.com/in/amit-srivastav-sfbayarea,USA
netskope.com,Mamoon Hamid,,,,
bloxroute.com,Aleksandar Kuzmanovic,,,,
neumoratx.com,Henry Gosebruch,,,linkedin.com/in/henry-gosebruch-3834608,USA
neuralgalaxy.com,Coach Wei,facebook.com/coachwei,twitter.com/coachwei,linkedin.com/in/coachwei,USA
neuron7.ai,Niken Patel,,,linkedin.com/in/nikenpatel,USA
neuron7.ai,Niken Patel.,,,,
neurosterix.com,Tim Dyer,facebook.com/tim.dyer.5623,,linkedin.com/in/tim-dyer-252214,CHE
nevakar.com,Navneet Puri,,,linkedin.com/in/navneet-puri-8492473,USA
axio.co.in,Gaurav Hinduja,,,,
nevro.com,Konstantinos Alataris,,,,
nevro.com,Wilfred Jaeger,,,,USA
nevs.com,Kai Johan Jiang,,,,
newrelic.com,Ashan Willy,facebook.com/ashan.willy,twitter.com/awilly,linkedin.com/in/ashanwilly,USA
newrelic.com,Lew Cirne,,,,
newrelic.com,Peter Pezaris,,,linkedin.com/in/ppezaris,
newrizon.com,Chendong Huang,,,,CHN
c6bank.com.br,Bruno De Lima Pinheiro,,,,
c6bank.com.br,Marcelo Kalim,,,,
capstantx.com,Haig Aghajanian,,,,
castlighthealth.com,Giovanni Colella,,,,
nextgnetworks.net,John Basil Georges,,,,
nextgnetworks.net,Steven J. Moskowitz,,,,USA
nextpointtx.com,Ivan Cheung,,,linkedin.com/in/ivan-cheung-964bb1182,USA
classpass.com,Mahesh Kumar,,,,
nfinite.app,Alexandre de Vigan,,,,
ngena.net,Bart de Graaff,,twitter.com/degraaffbart,linkedin.com/in/degraaffbart,DEU
ngena.net,Marcus Hacke,,,,
ngena.net,Robert Koffler,,,,
cloudera.com,Amr Awadallah,,,,
nicira.com,Andrew Rachleff,,,,USA
nidobio.com,Jamil M Beg,,,,
nidobio.com,Jamil M. Beg,facebook.com/jamil.beg,,linkedin.com/in/jamilmbeg,USA
iheartjane.com,Ben Aaron Green,,,,
coherus.com,Steve Glover,,,,
nilesecure.com,Suresh Katukam,,,,
ninebot.com,Lufeng Gao,,,,
yimidida.com,Shangwen Xing,,,,
yitutech.com,Lin Chenxi,,,,
coolblue.nl,Bart Kuijpers,,,,
niu.com,Yan Li,,,linkedin.com/in/yan-li-8220092,CHN
njoy.com,Douglas Teitelbaum,,,linkedin.com/in/douglas-teitelbaum-56273555,USA
njoy.com,Mark Weiss,,,,
d1brands.io,Mohammad Usman,,,,
dianrong.com,Soul Htite,,,,
zerofox.com,Christopher Cullison,,,,
zerofox.com,Hillary Herlehy,,,,
normunity.com,Rachel W. Humphrey,facebook.com/rachel.humphrey.7503,,linkedin.com/in/rachel-w-humphrey-md-116b211b,USA
northone.com,Eytan Bensoussan,,,,
enflame-tech.com,Zhang Yalin,,,,
northseatherapeutics.com,Rob de Ree,,,linkedin.com/in/rob-de-ree-bb998a4,NLD
epam.com,John Mahoney,,,,
epam.com,Leo Lozner,,,,
epam.com,Sharon Nimirovski,,,,
nouscom.com,Marina Udier,,,linkedin.com/in/marinaudier,CHE
novocure.com,Ashley Cordova,facebook.com/ashley.c.cordova,,linkedin.com/in/ashleycordova,USA
novocure.com,Yoram Palti,,,,
novonordisk-us.com,Douglas Fambrough,,,,
nowcoder.com,Xiangyu Ye,,,,CHN
etoro.com,David Ring,,,,
etq.com,Glenn McCarty,,,,
etq.com,Mohammed Nobani,,,,
kadmon.com,Harlan W. Waksal,,,linkedin.com/in/harlan-w-waksal-md-596380a,USA
kahoot.com,Asmund Furuseth,,,,
kahoot.com,Jamie Brooker,,,,
kahoot.com,Morten Versvik,,,,
nucleisys.com,Zhenbo Hu,,,,CHN
exosfinancial.com,Joseph F Squeri,,,,
nuna.com,Jini Kim,,,linkedin.com/in/jini-kim-0551929a,USA
eyebiotech.com,Anthony P. Adamis,,,,
nutmeg.com,Neil Alexander,,,linkedin.com/in/neil-alexander-66895618,GBR
nw-groupe.com,Jean Kerdelhue,,,,
nxtgen.com,Kbhaskar Varma,,,,
nxtgen.com,Raj Gopal A S,,,linkedin.com/in/rajgopal-as,IND
nymbus.com,Jeffery Kendall,,,linkedin.com/in/jeffery-kendall-5967234,USA
fintecture.com,Tatiana Rozoum,,,,
finxact.com,Dan McKinney,,,,
obsidiansecurity.com,Glenn Chisholm,,twitter.com/glennchisholm,linkedin.com/in/glenn-chisholm-66aaa49,USA
kitchenunited.com,Harry Tsao,,,,
octane.co,Jason Guss,,,linkedin.com/in/jaguss,USA
offerup.com,Arean van Veelen,,,,
offerup.com,Nick Huzar,facebook.com/nickhuzar,twitter.com/nickhuzar,linkedin.com/in/nickhuzar,USA
koloma.com,Paul Harraka,,,,
koloma.com,Tom Darrah,,,,
konfio.mx,Francisco Padilla,,,,
ofo.com,Wei Dai,,,,CHN
gatik.ai,Arjun Narang,,,,
olist.com,Tiago Dalvi,,,,
olsamgroup.com,Ollie Horbye,,,linkedin.com/in/ollie-h%C3%B6rbye-7775ab36,GBR
om1.com,Rich Gliklich,,,linkedin.com/in/rich-gliklich-8a75a8,USA
omass.com,Ros Deegan,,,linkedin.com/in/rosamond-deegan-6171141,GBR
omio.com,Naren Shaam,,,,
omnissa.com,John Marshall,,,,
glassdoor.com,Robert Hohman,,,,
global-fashion-group.com,Cristiano Herbert,,,,
globallogic.com,Dmitri Lisitski,,,,
godigit.com,Kamesh Goyal,,,,
ondeck.com,Mitch Jacobs,,,,
one.ai,Mujeeb Ijaz,,,,
oneoncology.com,Jeffrey L. Vacirca,,,linkedin.com/in/jeff-vacirca-1a099197,USA
onepeloton.com,Karen Boone,facebook.com/karen.g.boone,,linkedin.com/in/karen-boone-70b97013,USA
onequext.com,Dave Gilles,,,linkedin.com/in/dave-gilles-63556569,USA
onestorecorp.com,Jaehwan Lee,,,linkedin.com/in/jaehwan-lee-b0044212,KOR
aifi.com,Ying Zheng,,,,
oneweb.net,Adrian Steckel,,twitter.com/adriansteckel,linkedin.com/in/adrian-steckel-2993ab12,GBR
oneweb.net,Greg Wyler,,,,
oni.bio,Tyler S. Ralston,,,linkedin.com/in/tylerralston,GBR
leapfinance.com,Arnav Kumar,,,,
leapfinance.com,Mason Hays,,,,
oni.bio,Maciej Jezyk,,,,
onlyfans.com,Keily Blair,,,linkedin.com/in/keilyblair,GBR
onlyfans.com,Tim Stokely,,,,
legendary.com,Ashwin Kumar,,,,
lev.co,Avi Goldberg,,,,
lev.co,Sammy Greenwall,,,,
lev.co,Yaakov James Zar,,,,
opentable.com,Debby Soo,,,linkedin.com/in/debby-soo-6347873,USA
opentrons.com,Jonathan Badal,,,linkedin.com/in/jonathan-badal-37628b18,USA
honorcare.com,Cameron Ring,,,,
honorcare.com,Seth Sternberg,,,,
hubilo.com,Mayank Agarwal,,,,
hubilo.com,Vaibhav Jain,,,,
oranomed.com,Julien Dodet,,,linkedin.com/in/julien-dodet-b32274,USA
orbcomm.com,Christian Mezger,,,linkedin.com/in/christian-mezger-733516,USA
orbcomm.com,Karl Lusted,,,,
orchard-tx.com,Andrea Spezzi,,,,
ilmakiage.com,Shiran Erel,,,,
orienspace.com,Dame OBE Laura G Aguirre Segoviano,,,,
origyn.com,Vincent Perriard,facebook.com/achtunghorloger?fref=browse_search,twitter.com/perriardv,linkedin.com/in/vincent-perriard-22042010b,CHE
ornatx.com,Alex Wesselhoeft,,,linkedin.com/in/r-alexander-wesselhoeft-b5086494,USA
ornatx.com,Raffaella Squilloni,,,,
innovafeed.com,Guillaume Gras,,,,
afresh.com,Matt Schwartz,,,,
livongo.com,Glen Tullman,,,,
livongo.com,Kimon Angelides,,,,
afresh.com,Nathan Fenner,,,,
oslerdiagnostics.com,Connor Campbell,,,linkedin.com/in/connor-campbell-47351aa0,GBR
oslerdiagnostics.com,Paulo R. Bueno,,,,
afresh.com,Volodymyr Kuleshov,,,,
ottimate.com,Bhavuk Kaul,,,,
ottimate.com,Daniel Rodriguez,,,linkedin.com/in/danjrodriguez,USA
ottimate.com,Ram Jayaraman,,,linkedin.com/in/ramprabhuj,
ouicare.com,Guillaume Richard,,,,
loft.com.br,Mate Pencz,,,,
javararesearch.com,Linda McCarty,,,,
ourpalm.com,William Yao,,,linkedin.com/in/wenbin-yao-08340718,CHN
ourpalm.com,Yao Wenbin,,,,
overair.com,Ben Tigner,,,linkedin.com/in/ben-tigner-23a0194,USA
lucid.co,Karl Sun,,,,
lumahealth.io,Aditya Bansod,,,,
justworks.com,Isaac Oates,,,,
kaiahealth.com,Konstantin Mehl,,,,
kaiahealth.com,Thomas Kirchner,,,,
pachama.com,Diego Saez-Gil,,twitter.com/dsaezgil,linkedin.com/in/dsaezgil,USA
katapult.com,Andrew H,,,,
pactpharma.com,Antoni Ribas,,,linkedin.com/in/antoni-ribas-9154676,USA
padoa.fr,Cedric Mathorel,,,linkedin.com/in/mathorel,FRA
lynkpharma.com,Jun Wang,,,,
lynkpharma.com,ZHAO-KUI WAN,,,,
afterpay.com,Anthony Eisen,,,,
paige.ai,Joseph Boystak,,,,
paige.ai,Thomas Fuchs,,,,
afterpay.com,Nick Molnar,,,,
macrogenics.com,Scott Koenig,,,,
king.com,Lars Markgren,,,,
king.com,Riccardo Zacconi,,,,
palmetto.com,Christopher Kemper,,,linkedin.com/in/palmettochris,USA
palmetto.com,Jared Wray,,,,
pandora.com,Peter Chernin,facebook.com/pages/Peter-Chernin/133258970047398?fref=ts,twitter.com/PeterChernin,linkedin.com/in/peter-chernin-7562606,USA
klook.com,Ethan L,,,,
knock.com,Karan Sakhuja,,,,
knotel.com,Edward Shenderovich,,,,
pantera-life.com,Sven Van den Berghe,,x.com/svdberghe,linkedin.com/in/svenvdberghe,BEL
mamaearth.in,Ghazal Alagh,,,,
paradigm.co,Anand Gomes,facebook.com/cosmicriot,,linkedin.com/in/anandgomes,SGP
kooapp.com,Mayank Bidawatka,,,,
kooapp.com,Sakshi Shrmaiya,,,,
paradoxinteractive.com,Shams Jorjani,,,linkedin.com/in/shamsjorjani,SWE
parallel.fi,Yubo Ruan,,,,
paratussciences.com,Richard Young,,,,
mark43.com,Matt Polega,,,,
mark43.com,Scott Crouch,,,,
landis.com,James Fox,,,,
lastminute.com,Martha Fox,,,,
layerzero.network,Bryan Pellegrino,,,,
agbo.com,Patrick Bailey,,,,
agbo.com,Todd Makurath,,,,
path-robotics.com,Andrew Lonsberry,,,linkedin.com/in/andrew-lonsberry-32154448,USA
pathwire.com,Will Conway,,,,USA
patpat.com,Albert Can Wang,facebook.com/albertwz,twitter.com/albertwz,linkedin.com/in/albertcanwang,USA
league.com,Dan Galperin,,,,
league.com,Daniel Leibu,,,,
pave.com,Matt Schulman,,twitter.com/Matthewschulman,linkedin.com/in/matt-schulman-15911861,USA
meandem.com,Clare Hornby,,,,
paycargo.com,Juan Carlos Dieppa,,,,
payjoy.com,Doug Ricket,,,linkedin.com/in/dougricket,USA
paymentus.com,Dushyant Sharma,,,,
lenskart.com,Ramneek Khurana,,,,
paytm.com,Vijay Shekhar Sharma,,,,
pecan.ai,Hayat Levi,,,linkedin.com/in/hayat-levi-70703911b,ISR
mercury.com,Jason Zhang,,,,
linear.app,Jori Lallo,,,,
linkedin.com,Reid Hoffman,,,,
linktr.ee,James Pitts-Drake,,,,
liquidity.com,Ron Daniel,,,,
pentera.io,Amitai Ratzon,,,linkedin.com/in/amitairatzon,USA
peoplecert.org,Byron Nicolaides,,,,
agentsync.io,Jenn Knight,,,,
agentsync.io,Niranjan 'Niji' Sabharwal,,,,
livingsocial.com,Val Aleksenko,,,,
perceivebio.com,Anne Rubin,facebook.com/people/Anne-Brody-Rubin/100005227218976,twitter.com/AnneBrodyRubin,linkedin.com/in/anne-rubin,USA
loft.com.br,Gustavo D. Saraiva,,,,
loom.com,Jan Senderek,,,,
loom.com,Philipp Wein,,,,
perfectday.com,Perumal Gandhi,,,,
perfectday.com,Ryan Pandya,facebook.com/ryan.a.pandya,twitter.com/ryanpandya,linkedin.com/in/ryanpandya,USA
perfectdiary.com,David Huang,,,,
perfios.com,Debasish Chakraborty,,,,
perfios.com,Pramod Veturi,,,linkedin.com/in/pramodveturi/?originalSubdomain=my,IND
m-kopa.com,Nick Hughes,,,,
lucid.co,Darrell Swain,,,,
lucid.co,Ben Dilts,,,,
lumahealth.io,Adnan Iqbal,,,,
lumahealth.io,Tashfeen Ekram,,,,
lyndra.com,Colin Gardner,,,,
lyndra.com,Giovanni Traverso,,,,
petlove.com.br,Marcio Waldman,,,,
pheast.com,Amira Barkal,,,,
phennagroup.com,Eric D'Orio,,,,
philogen.com,Dario Neri,,,,
philogen.com,Duccio Neri,,,,
mcmakler.de,Lukas Pieczonka,,,,
mcmakler.de,Felix Jahn,,,,
pillpack.com,Geoff Swindle,,,linkedin.com/in/geoff-swindle-7b43b2,USA
pillpack.com,Elliot Cohen,,,,
pilot.com,Waseem Daher,,twitter.com/waseem?lang=en,linkedin.com/in/wdaher,USA
pilot.com,Adrian Coyne,,,,
pilot.com,Jeff Arnold,,,,
pindrop.com,"Vijay Balasubramaniyan, PhD",,,linkedin.com/in/vijayab,USA
pingpongx.com,Cyrus Tong,,,linkedin.com/in/cyrus-tong-cfe-952a0950,CHN
pingpongx.com,Yu Chen,,,,
pintu.co.id,Jeth Soetoyo,,,,
merqueo.com,Miguel Allister,,,,
meta.com,Jack McCauley,,,,
planisware.com,Pierre Demonsant,,,linkedin.com/in/pierre-demonsant-30709441,USA
mindtickle.com,Krishna Depura,,,,
mindtickle.com,Nishant Mungali,,,,
moderntreasury.com,Matthew Marcus,,,,
playway.com,Krzysztof Kostowski,,,,
plex.com,Bill Berutti,,,linkedin.com/in/billberutti,USA
plex.com,Jerry Foster,,,,
plexium.com,Jorge DiMartino,,,linkedin.com/in/jorge-dimartino-8a0b184,USA
plextrac.com,Dan DeCloss,facebook.com/daniel.decloss,,linkedin.com/in/ddecloss,USA
plextrac.com,Daniel DeCloss,,,,
pliops.com,Uri Beitler,,,,
pluralsight.com,Ben Thompson,,,linkedin.com/in/thompsonben,
nouscom.com,Elisa Scarduelli,,,,
mulesoft.com,Dave Rosenberg,,,,
mulesoft.com,Ross Mason,,,,
podimo.com,Morten Strunge,,,linkedin.com/in/morten-strunge-b4a2124,DNK
multiversx.com,Lucian Todea,,,,
nuance.com,Mike Cohen,,,,
nuance.com,Ronald Croen,,,,
mux.com,Steve Heffernan,,,,
mx.com,Tyler Smith,,,,
policybazaar.com,Sarbvir Singh,,twitter.com/pen5ta,linkedin.com/in/sarbvirsingh,IND
agriconomie.com,Clement Fournis,,,,
octane.co,Andre Gregori,,,,
octane.co,Mark Davidson,,,,
odysseytx.com,Gary D. Glick,,,,
odysseytx.com,David L. Pompliano,,,,
offerpad.com,Brian Bair,,,,
poshmark.com,Manish Chandra,,twitter.com/marrc,linkedin.com/in/manishchandra1,USA
powercellgroup.com,Per Ekdunge,,,linkedin.com/in/per-ekdunge-bba8437,SWE
powermat.com,Kfir Abuhatzira,,,,ISR
powerschool.com,Greg Porter,,,,
powerschool.com,Hardeep Gulati,,,linkedin.com/in/hardeepgulati,USA
precigen.com,Thomas D. Reed,,,,
precirix.com,Ruth Devenyns,,,linkedin.com/in/ruth-devenyns-71030a6,BEL
onepeloton.com,Hisao Kushi,,,,
onepeloton.com,Tom Cortese,,,,
premise.com,David Soloff,,,,
premise.com,Maury Blackman,,twitter.com/mauryblackman,linkedin.com/in/maury-blackman-7740896,USA
preply.com,Pindi Albert,,,linkedin.com/in/ndalal,
presidiomedical.com,Kenneth Wu,,,,
presidiomedical.com,Michael Ackermann,,,linkedin.com/in/michaelackermann,USA
pretzeltx.com,Christina Trojel-Hansen,,,,
pretzeltx.com,Gabriel Martinez,,,linkedin.com/in/gabriel-m-67335a9,USA
prevailtherapeutics.com,Asa Abeliovich,,,,
prevailtherapeutics.com,Franz Hefti,,,linkedin.com/in/franz-hefti-14a7724,USA
prextontherapeutics.com,François Conquet,,,,
prextontherapeutics.com,Marco Boorsma,,,linkedin.com/pub/marco-boorsma/0/819/8aa,CHE
open-co.com,Cristiano Rocha,,,,
open-co.com,Karin Thies,,,,
open-co.com,Sandro Reiss,,,,
nextinsurance.com,Nissim Tapiro,,,,
prilenia.com,Michael Hayden,,,linkedin.com/in/dr-michael-hayden-mbchb-phd-7a303b153,ISR
nextvr.com,David Cole,,,,
nextvr.com,DJ Roller,,,,
open.money,Mabel Chacko,,,,
principiabio.com,Jack Taunton,,,,
noah.co,Jatin Nahar,,,,
progyny.com,Gina Bartasi,,,,
project44.com,Jett McCandless,,,,
nordtechgroup.com,Pål Hodann,,,,
nornorm.com,Anders Munk Jepsen,,,,
nornorm.com,Jonas Kjellberg,,,,
prometheusfuels.com,Rob McGinnis,,twitter.com/rob_mcginnis?lang=en,linkedin.com/in/robertmcginnis,USA
prometheusfuels.com,Rob McGinnis.,,,,
nouscom.com,Cinzia Traboni,,,,
nouscom.com,Stefano Colloca,,,,
propertyguru.com.sg,Steve Melhuish,,,,
nutmeg.com,William Todd,,,,
protagonist-inc.com,Dinesh Patel,,,linkedin.com/in/dinesh-patel-87928b9,AUS
protagonist-inc.com,Mark Smythe,,,,
padoa.fr,Lionel Cassier,,,,
protegotrust.com,Greg Gilman,,,,
protegotrust.com,Ron Totaro,,twitter.com/rontotaro,linkedin.com/in/rontotaro,USA
oda.com,Andreas Skaranger,,,,
pryon.com,Igor Jablokov,,,,
odysseytx.com,Paul-Albert König,,,,
ofbusiness.com,Bhuvan Gupta,,,,
ofbusiness.com,Vasant Sridhar,,,,
ofbusiness.com,Srinath Ramakkrushnan,,,,
oishii.com,Brendan Somerville,,,,
pulmocide.com,Dan Burgess,,,,GBR
okcredit.in,Gaurav Kunwar,,,,
pulse-imaging.com,Bing Liu,,,,
purestorage.com,John Hayes,,,,
purestorage.com,Mike Speiser,,twitter.com/laserlikemike,linkedin.com/in/mikespeiser,USA
purplle.com,Manish Taneja,,twitter.com/mynextcompany,linkedin.com/in/manish-taneja-64657116,IND
on.com,David Allemann,,,,
paxos.com,Charles Cascarilla,,,,
paxos.com,Richmond Teo,,,,
paypal.com,Max Levchin,,,,
qgenda.com,Greg Benoit,,twitter.com/benoit_greg,linkedin.com/in/gregbenoit,USA
qingteng.cn,James Cui,,,,
qingteng.cn,Zhang Fu,,,,CHN
qitantech.com,Jingwei Bai,,,,CHN
qlik.com,Mike Capone,,,linkedin.com/in/mikecapone,USA
pensando.io,Krishna Doddapaneni,,,,
pensando.io,Praveen Jain,,,,
qogita.com,Manolis Manassakis,,,linkedin.com/in/manolismanassakis,GBR
qoo10.co.id,Ku Young Bae,,,,IDN
open.money,Anish Achuthan,,,,
opentable.com,Eric Rock,,,,
opentable.com,"Thorwald ""T H "" Herbert",,,,
opentrons.com,Chiu Chau,,,,
persefoni.com,Kentaro Kawamori,,,,
qualys.com,Sumedh Thakar,,,linkedin.com/pub/sumedh-thakar/1/83b/912,USA
quantadt.com,Morgan Intrator,,twitter.com/morgs32,linkedin.com/in/morganintrator,GBR
quantatx.com,Perry Nisen,,,linkedin.com/in/perry-nisen-91115818,USA
quantron.net,Andreas Haller,,,,
quantum-si.com,Jonathan M Rothberg,,twitter.com/JMRothberg,linkedin.com/in/jonathanrothberg,USA
quantum-systems.com,Florian Seibel,,,,
quercis.com,Thomas Lines,,,,CHE
otrium.com,Milan Daniels,,,,
bazaartech.com,Saad Jangda,,,,
pindrop.com,Vijay Balasubramaniyan,,,,
ouster.com,Marvin Shu,,,,
outdoorsy.com,Jeff Cavins,,,,
outdoorsy.com,Jennifer Young,,,,
pingidentity.com,Stephen Shoaff,,,,
outfit7.com,Iza Login,,,,
outfit7.com,Rok Zorko,,,,
